#time deltaF
300000 0
310000 22.2821
320000 21.8672
330000 17.8727
340000 15.3713
350000 14.7629
360000 14.3644
370000 14.0059
380000 13.0587
390000 12.1722
400000 11.3903
410000 11.2221
420000 11.1016
430000 10.9781
440000 10.8704
450000 10.8262
460000 10.7518
470000 10.6548
480000 10.6189
490000 10.5675
500000 10.5213
510000 10.4828
520000 10.4402
530000 10.3914
540000 10.3449
550000 10.3133
560000 10.2963
570000 10.2685
580000 10.2346
590000 10.2271
600000 10.2058
610000 10.1733
620000 10.1474
630000 10.2235
640000 10.2755
650000 10.2633
660000 10.2498
670000 10.1411
680000 10.0907
690000 10.0787
700000 10.0519
710000 10.0287
720000 10.0101
730000 9.9964
740000 9.97839
750000 9.96502
760000 10.0102
770000 10.0044
780000 9.99091
790000 9.98299
800000 9.96815
810000 9.95851
820000 9.94523
830000 9.93963
840000 9.91093
850000 9.7598
860000 9.59616
870000 9.47118
880000 9.3397
890000 9.19918
900000 9.05553
910000 9.00987
920000 8.98375
930000 8.86703
940000 8.72657
950000 8.64219
960000 8.60812
970000 8.63039
980000 8.68509
990000 8.73573
1000000 8.79246
1010000 8.83839
1020000 8.88643
1030000 8.93212
1040000 8.97811
1050000 9.02173
1060000 9.0651
1070000 9.10803
1080000 9.13665
1090000 9.14117
1100000 9.15144
1110000 9.16209
1120000 9.16824
1130000 9.17593
1140000 9.18251
1150000 9.18741
1160000 9.19217
1170000 9.20166
1180000 9.20828
1190000 9.2112
1200000 9.21171
1210000 9.21813
1220000 9.20718
1230000 9.17445
1240000 9.14525
1250000 9.14408
1260000 9.13989
1270000 9.14194
1280000 9.14425
1290000 9.14255
1300000 9.14053
1310000 9.13764
1320000 9.15862
1330000 9.19023
1340000 9.22447
1350000 9.25627
1360000 9.28789
1370000 9.31723
1380000 9.34531
1390000 9.37464
1400000 9.40315
1410000 9.43032
1420000 9.45838
1430000 9.48585
1440000 9.51094
1450000 9.53599
1460000 9.55986
1470000 9.58064
1480000 9.57531
1490000 9.56694
1500000 9.55708
1510000 9.54871
1520000 9.53546
1530000 9.51922
1540000 9.50162
1550000 9.48335
1560000 9.46325
1570000 9.44251
1580000 9.41912
1590000 9.39412
1600000 9.36739
1610000 9.3393
1620000 9.31011
1630000 9.27658
1640000 9.24127
1650000 9.19953
1660000 9.15936
1670000 9.11548
1680000 9.0698
1690000 9.02304
1700000 8.9794
1710000 8.92925
1720000 8.88165
1730000 8.8305
1740000 8.77507
1750000 8.71793
1760000 8.66014
1770000 8.60503
1780000 8.54747
1790000 8.49263
1800000 8.43377
1810000 8.3729
1820000 8.30971
1830000 8.21108
1840000 8.09993
1850000 7.98872
1860000 7.87059
1870000 7.79719
1880000 7.72318
1890000 7.65504
1900000 7.57983
1910000 7.50743
1920000 7.43586
1930000 7.36543
1940000 7.29867
1950000 7.22313
1960000 7.15123
1970000 7.07451
1980000 7.05012
1990000 7.02544
2000000 7.00702
