#time deltaF
300000 0
310000 -0.08674
320000 0
330000 0
340000 0
350000 -0.001525
360000 -0.049535
370000 -0.02265
380000 -0.052361
390000 -0.046103
400000 -0.047909
410000 -0.04741
420000 -0.051375
430000 -0.04786
440000 -0.057626
450000 -0.05298
460000 -0.062432
470000 -0.052495
480000 -0.074401
490000 -0.04257
500000 -0.046892
510000 -0.038131
520000 -0.026684
530000 -0.015765
540000 -0.022388
550000 -0.031443
560000 -0.034724
570000 -0.043582
580000 -0.033641
590000 -0.028803
600000 -0.02538
610000 -0.024874
620000 -0.020611
630000 -0.027771
640000 -0.036181
650000 -0.043649
660000 -0.054661
670000 -0.064487
680000 -0.064754
690000 -0.063321
700000 -0.068673
710000 -0.063179
720000 -0.056765
730000 -0.057552
740000 -0.040847
750000 -0.054761
760000 -0.041706
770000 -0.054294
780000 -0.048797
790000 -0.045991
800000 -0.051155
810000 -0.047936
820000 -0.055283
830000 -0.059969
840000 -0.049654
850000 -0.049067
860000 -0.046995
870000 -0.036869
880000 -0.033124
890000 -0.039938
900000 -0.028674
910000 -0.02011
920000 -0.00533
930000 -0.015597
940000 23.7787
950000 23.8576
960000 22.3224
970000 22.3867
980000 22.4476
990000 22.509
1000000 22.5721
1010000 22.6409
1020000 22.7011
1030000 22.7562
1040000 21.5602
1050000 21.6235
1060000 21.6712
1070000 21.7269
1080000 21.7787
1090000 21.832
1100000 21.8877
1110000 21.9387
1120000 21.987
1130000 22.0417
1140000 22.0968
1150000 22.1462
1160000 22.197
1170000 21.9849
1180000 22.0285
1190000 21.8714
1200000 21.9192
1210000 21.9634
1220000 22.0065
1230000 22.0531
1240000 22.0917
1250000 21.9866
1260000 22.0232
1270000 22.0639
1280000 22.1021
1290000 22.1422
1300000 22.1814
1310000 22.2189
1320000 22.155
1330000 22.1896
1340000 22.2195
1350000 22.254
1360000 22.2887
1370000 22.246
1380000 22.2796
1390000 22.2424
1400000 22.2107
1410000 22.2413
1420000 22.2147
1430000 22.1926
1440000 22.1716
1450000 22.1558
1460000 22.1868
1470000 22.214
1480000 22.2433
1490000 22.2681
1500000 22.2595
1510000 22.2883
1520000 22.3152
1530000 22.3115
1540000 22.3411
1550000 19.6422
1560000 19.6575
1570000 19.6718
1580000 19.6964
1590000 19.7059
1600000 19.7242
1610000 19.7357
1620000 19.7463
1630000 19.7398
1640000 19.7412
1650000 19.7631
1660000 19.7715
1670000 19.7942
1680000 19.8046
1690000 19.7921
1700000 19.815
1710000 19.837
1720000 19.8476
1730000 19.1132
1740000 17.8322
1750000 17.0364
1760000 16.4133
1770000 15.9597
1780000 15.5688
1790000 15.2656
1800000 14.9758
1810000 14.731
1820000 14.4931
1830000 14.3641
1840000 14.3838
1850000 14.4017
1860000 14.4238
1870000 14.4471
1880000 14.4682
1890000 14.4864
1900000 14.5011
1910000 14.5193
1920000 14.5374
1930000 14.5555
1940000 14.4745
1950000 14.3274
1960000 14.1887
1970000 14.0518
1980000 13.9292
1990000 13.8164
2000000 13.696
