#time deltaF
0 0
10000 6.21991
20000 8.5761
30000 10.288
40000 11.6607
50000 12.8165
60000 13.8159
70000 14.6966
80000 15.4829
90000 15.8392
100000 15.9231
110000 16.0539
120000 16.2161
130000 16.399
140000 16.4303
150000 16.2542
160000 15.934
170000 15.5114
180000 15.016
190000 14.4686
200000 13.9147
210000 13.4353
220000 13.0202
230000 12.596
240000 12.1429
250000 11.6682
260000 11.2233
270000 10.8314
280000 10.4863
290000 10.1833
300000 9.91774
310000 9.68591
320000 9.48446
330000 9.31039
340000 9.16113
350000 9.03444
360000 8.92822
370000 8.84059
380000 8.76982
390000 8.71448
400000 8.67326
410000 8.64486
420000 8.62824
430000 8.62244
440000 8.62651
450000 8.63965
460000 8.66108
470000 8.69014
480000 8.72618
490000 8.76864
500000 8.81698
510000 8.87075
520000 8.92948
530000 8.99278
540000 9.06028
550000 9.13165
560000 9.20658
570000 9.28477
580000 9.36593
590000 9.44982
600000 9.52464
610000 9.57836
620000 9.61248
630000 9.62832
640000 9.62718
650000 9.61025
660000 9.57853
670000 9.53307
680000 9.47477
690000 9.40452
700000 9.32305
710000 9.23111
720000 9.12935
730000 9.01948
740000 8.91424
750000 8.81676
760000 8.72667
770000 8.64363
780000 8.56733
790000 8.49748
800000 8.4338
810000 8.376
820000 8.32385
830000 8.27708
840000 8.23546
850000 8.19875
860000 8.16673
870000 8.13748
880000 8.10114
890000 8.05654
900000 8.00411
910000 7.94426
920000 7.87736
930000 7.80377
940000 7.72378
950000 7.6377
960000 7.54583
970000 7.44847
980000 7.34593
990000 7.23844
1000000 7.12625
1010000 7.00957
1020000 6.88865
1030000 6.76597
1040000 6.64872
1050000 6.53723
1060000 6.43133
1070000 6.33082
1080000 6.23554
1090000 6.14532
1100000 6.05999
1110000 5.97939
1120000 5.90337
1130000 5.8318
1140000 5.76451
1150000 5.70138
1160000 5.64226
1170000 5.58703
1180000 5.53556
1190000 5.48775
1200000 5.44348
1210000 5.40263
1220000 5.36509
1230000 5.33076
1240000 5.29954
1250000 5.27133
1260000 5.24604
1270000 5.22359
1280000 5.20387
1290000 5.18681
1300000 5.17233
1310000 5.16035
1320000 5.1508
1330000 5.14359
1340000 5.13864
1350000 5.1359
1360000 5.13529
1370000 5.13675
1380000 5.14021
1390000 5.14561
1400000 5.1529
1410000 5.16201
1420000 5.17288
1430000 5.18547
1440000 5.19972
1450000 5.21558
1460000 5.233
1470000 5.25193
1480000 5.27232
1490000 5.29414
1500000 5.31734
1510000 5.34187
1520000 5.36769
1530000 5.39477
1540000 5.42305
1550000 5.45252
1560000 5.48312
1570000 5.51482
1580000 5.54759
1590000 5.5814
1600000 5.6162
1610000 5.65199
1620000 5.68872
1630000 5.72636
1640000 5.76486
1650000 5.80421
1660000 5.84437
1670000 5.88533
1680000 5.92705
1690000 5.96951
1700000 6.0127
1710000 6.05657
1720000 6.10111
1730000 6.14629
1740000 6.1921
1750000 6.23852
1760000 6.28551
1770000 6.33307
1780000 6.38116
1790000 6.42977
1800000 6.47888
1810000 6.52848
1820000 6.57855
1830000 6.62906
1840000 6.67999
1850000 6.73134
1860000 6.78308
1870000 6.83521
1880000 6.8877
1890000 6.94053
1900000 6.99369
1910000 7.04717
1920000 7.10097
1930000 7.15505
1940000 7.20942
1950000 7.26407
1960000 7.31897
1970000 7.37411
1980000 7.42951
1990000 7.48512
2000000 7.54095
