#time   deltaF       REWdeltaF
926000  4.268072045  3.301681255
927000  4.277253298  3.302008615
928000  4.257374207  3.301745093
929000  4.230733050  3.301123172
930000  4.210699345  3.300392480
931000  4.184092023  3.299558447
932000  4.164136472  3.298702491
933000  4.142943842  3.297548552
934000  4.117489937  3.295881240
935000  4.089649426  3.294270574
936000  4.064210950  3.293236619
937000  4.038189655  3.291758803
938000  4.013997601  3.290573659
939000  3.991729565  3.289368881
940000  3.969088795  3.288474230
941000  3.948044867  3.287443998
942000  3.924191451  3.286743969
943000  3.900383714  3.285909797
944000  3.873030556  3.284691913
945000  3.850132361  3.283573133
946000  3.864859113  3.285542679
947000  3.884148138  3.287183388
948000  3.903301872  3.289403908
949000  3.883704861  3.288704364
950000  3.859341866  3.286984472
951000  3.839266718  3.285355184
952000  3.818738941  3.284085431
953000  3.808497058  3.284222338
954000  3.828381123  3.285108178
955000  3.829397823  3.286364334
956000  3.805950716  3.284692500
957000  3.784159597  3.283112298
958000  3.802827987  3.284592781
959000  3.784271407  3.283443657
960000  3.759791626  3.281709245
961000  3.736720592  3.280485898
962000  3.715971097  3.279928034
963000  3.689223797  3.278794352
964000  3.666316437  3.278078249
965000  3.646947609  3.276164595
966000  3.624442001  3.274213931
967000  3.643903435  3.276849634
968000  3.663559031  3.278319968
969000  3.681967532  3.280795980
970000  3.667705951  3.279364820
971000  3.646145856  3.277897854
972000  3.625310640  3.276104395
973000  3.606086305  3.274284418
974000  3.579503795  3.271186645
975000  3.589661712  3.271764252
976000  3.567084072  3.270050722
977000  3.549236029  3.269068239
978000  3.569645539  3.271716316
979000  3.588806942  3.273767001
980000  3.607306064  3.275836598
981000  3.626281439  3.277730521
982000  3.646259130  3.279476143
983000  3.666020881  3.281496953
984000  3.686367490  3.282949779
985000  3.705496948  3.284545258
986000  3.724337553  3.285845886
987000  3.742566358  3.287720975
988000  3.761415693  3.290014908
989000  3.781394375  3.291299629
990000  3.799596935  3.293166222
991000  3.818212311  3.294715972
992000  3.834855710  3.296569876
993000  3.855258980  3.298561228
994000  3.874761556  3.299971328
995000  3.893627938  3.301244008
996000  3.913615127  3.302498342
997000  3.934421226  3.304891798
998000  3.952761478  3.307011142
999000  3.972209579  3.308670965
1000000 3.989974110  3.309930358
