#time   deltaF       REWdeltaF
933000  3.841076561  3.264458011
934000  3.840196561  3.265847208
935000  3.839356561  3.267422924
936000  3.838546561  3.270358622
937000  3.837776561  3.273094531
938000  3.837036561  3.275618999
939000  3.836336562  3.277372648
940000  3.835676562  3.280282197
941000  3.835046562  3.280858242
942000  3.834446562  3.283178700
943000  3.833886562  3.286843140
944000  3.833366562  3.289156944
945000  3.832876562  3.290889833
946000  3.832416562  3.289496560
947000  3.831916562  3.288190260
948000  3.831436562  3.288958045
949000  3.830996562  3.290357960
950000  3.830546562  3.288404427
951000  3.830056562  3.285473266
952000  3.829536562  3.282394103
953000  3.829006562  3.283216097
954000  3.828516563  3.284742219
955000  3.828066563  3.287210566
956000  3.827646563  3.288922434
957000  3.827256563  3.291957665
958000  3.826906563  3.294036581
959000  3.826586563  3.296496850
960000  3.826296563  3.298005447
961000  3.826046563  3.299130829
962000  3.825826563  3.301575507
963000  3.825636563  3.303266886
964000  3.825476563  3.305255318
965000  3.825326563  3.307498691
966000  3.825216563  3.310098685
967000  3.825126563  3.312698146
968000  3.825076563  3.314735777
969000  3.825066563  3.317139240
970000  3.825076563  3.319714609
971000  3.825116563  3.320999763
972000  3.825196563  3.322465114
973000  3.825306563  3.324298743
974000  3.825446563  3.327036671
975000  3.825616563  3.329219584
976000  3.825816563  3.331768190
977000  3.826046563  3.333400849
978000  3.826306563  3.336125301
979000  3.826576563  3.334200645
980000  3.826806563  3.331773778
981000  3.827006563  3.329190440
982000  3.827176563  3.325653383
983000  3.827316563  3.323889731
984000  3.827416563  3.321963038
985000  3.827486563  3.319568603
986000  3.827516563  3.316381093
987000  3.827526563  3.315269165
988000  3.827496563  3.313045863
989000  3.827446563  3.314584503
990000  3.827436563  3.317114224
991000  3.827446563  3.320348697
992000  3.827486563  3.322144809
993000  3.827566563  3.323215834
994000  3.827636563  3.322108784
995000  3.827686563  3.320209371
996000  3.827696563  3.318005229
997000  3.827676563  3.315644406
998000  3.827626563  3.313137429
999000  3.827546563  3.312195103
1000000 3.827426563  3.310469361
