#time deltaF
300000 0
310000 20.6889
320000 21.4583
330000 21.8133
340000 21.8981
350000 21.7458
360000 22.0018
370000 22.241
380000 22.2543
390000 18.1515
400000 16.8906
410000 16.0976
420000 15.3995
430000 14.9722
440000 14.6244
450000 14.7362
460000 14.8559
470000 14.8975
480000 15.0476
490000 15.1839
500000 15.3106
510000 15.2885
520000 15.0468
530000 14.6915
540000 14.3352
550000 14.125
560000 13.9651
570000 13.6552
580000 13.3323
590000 13.0602
600000 12.7665
610000 12.4967
620000 12.2092
630000 11.9372
640000 11.9093
650000 11.9991
660000 12.098
670000 12.0912
680000 11.942
690000 11.9972
700000 11.947
710000 11.8998
720000 11.8502
730000 11.8105
740000 11.767
750000 11.7335
760000 11.693
770000 11.6551
780000 11.6548
790000 11.7289
800000 11.7902
810000 11.8507
820000 11.9117
830000 11.9628
840000 11.9996
850000 11.9835
860000 11.8943
870000 11.8008
880000 11.7102
890000 11.5983
900000 11.499
910000 11.3093
920000 11.1024
930000 10.9859
940000 10.8653
950000 10.6962
960000 10.4887
970000 10.276
980000 10.0674
990000 9.85203
1000000 9.72176
1010000 9.58768
1020000 9.45239
1030000 9.3393
1040000 9.22078
1050000 9.10138
1060000 9.00428
1070000 8.97465
1080000 8.94522
1090000 8.92304
1100000 8.89786
1110000 8.87508
1120000 8.85743
1130000 8.83502
1140000 8.8084
1150000 8.78948
1160000 8.77229
1170000 8.75598
1180000 8.73971
1190000 8.72398
1200000 8.65592
1210000 8.58571
1220000 8.5093
1230000 8.43532
1240000 8.36654
1250000 8.29266
1260000 8.2158
1270000 8.15284
1280000 8.10104
1290000 8.08642
1300000 8.07436
1310000 8.063
1320000 8.10059
1330000 8.13495
1340000 8.15706
1350000 8.14825
1360000 8.13452
1370000 8.12428
1380000 8.11124
1390000 8.10464
1400000 8.0957
1410000 8.08834
1420000 8.07854
1430000 8.06835
1440000 8.05963
1450000 8.05031
1460000 8.04143
1470000 8.03197
1480000 8.02352
1490000 8.02013
1500000 8.01305
1510000 8.0089
1520000 8.00563
1530000 7.99897
1540000 7.99853
1550000 7.9938
1560000 7.98954
1570000 7.9845
1580000 7.97978
1590000 7.97333
1600000 7.97028
1610000 7.97513
1620000 8.00339
1630000 8.03211
1640000 8.05824
1650000 8.08346
1660000 8.10857
1670000 8.13426
1680000 8.16052
1690000 8.18657
1700000 8.1982
1710000 8.19859
1720000 8.19909
1730000 8.20255
1740000 8.20256
1750000 8.20255
1760000 8.20376
1770000 8.20505
1780000 8.20693
1790000 8.20488
1800000 8.20457
1810000 8.20521
1820000 8.20614
1830000 8.20608
1840000 8.20485
1850000 8.20857
1860000 8.20972
1870000 8.21005
1880000 8.21124
1890000 8.21182
1900000 8.21221
1910000 8.21219
1920000 8.21141
1930000 8.21275
1940000 8.21219
1950000 8.21365
1960000 8.2148
1970000 8.21361
1980000 8.21388
1990000 8.21414
2000000 8.21512
