#time deltaF
0 0
10000 -5.81271
20000 7.51937
30000 12.6954
40000 15.7164
50000 11.1825
60000 3.24843
70000 -2.16573
80000 -6.26426
90000 -9.56725
100000 -12.3183
110000 -10.9154
120000 -7.97991
130000 -5.70284
140000 -3.76624
150000 -2.13445
160000 -0.832421
170000 0.391816
180000 1.43275
190000 2.44644
200000 3.32639
210000 4.12764
220000 3.5361
230000 4.31843
240000 4.99686
250000 5.62607
260000 6.27964
270000 6.84807
280000 7.35285
290000 7.85948
300000 8.36975
310000 8.81394
320000 9.23547
330000 9.64617
340000 10.0438
350000 10.4254
360000 10.8001
370000 11.132
380000 11.4708
390000 11.7775
400000 12.09
410000 12.3885
420000 12.6672
430000 12.9265
440000 13.1879
450000 12.3719
460000 11.3012
470000 10.2917
480000 9.32208
490000 8.41035
500000 7.54021
510000 6.71096
520000 5.92308
530000 5.16159
540000 4.44231
550000 3.74343
560000 3.10428
570000 2.47034
580000 1.86407
590000 1.25766
600000 0.686375
610000 0.13707
620000 -0.184108
630000 0.168997
640000 0.501897
650000 0.838066
660000 1.16936
670000 1.47596
680000 1.79416
690000 2.10181
700000 2.40165
710000 2.67312
720000 2.94879
730000 3.19401
740000 3.44586
750000 3.67813
760000 3.92271
770000 4.14156
780000 4.35955
790000 4.58601
800000 4.80529
810000 5.01719
820000 5.22459
830000 5.42138
840000 5.61874
850000 5.80497
860000 6.00274
870000 6.19768
880000 5.89297
890000 5.44218
900000 5.01706
910000 4.59916
920000 4.18836
930000 3.77926
940000 3.38999
950000 3.05174
960000 3.24838
970000 3.44701
980000 3.63853
990000 3.82233
1000000 4.00908
1010000 4.19133
1020000 4.35878
1030000 4.53805
1040000 4.70608
1050000 4.87446
1060000 5.03219
1070000 5.19185
1080000 5.35298
1090000 5.50799
1100000 5.66343
1110000 5.80885
1120000 5.96004
1130000 6.10679
1140000 6.25374
1150000 6.38863
1160000 6.5215
1170000 6.6637
1180000 6.79274
1190000 6.92456
1200000 7.0579
1210000 7.18402
1220000 7.31378
1230000 7.43867
1240000 7.56444
1250000 7.68343
1260000 7.79833
1270000 7.91179
1280000 8.02692
1290000 8.14458
1300000 8.25614
1310000 8.36716
1320000 8.47218
1330000 8.58598
1340000 8.69364
1350000 8.80367
1360000 8.9026
1370000 9.00838
1380000 9.11122
1390000 9.21277
1400000 9.32162
1410000 9.41857
1420000 9.51693
1430000 9.61683
1440000 9.70822
1450000 9.80154
1460000 9.8901
1470000 9.98377
1480000 10.0698
1490000 10.1615
1500000 10.2475
1510000 10.3349
1520000 10.4211
1530000 10.5085
1540000 10.5935
1550000 10.679
1560000 10.7618
1570000 10.8434
1580000 10.9315
1590000 11.0136
1600000 11.0941
1610000 10.812
1620000 10.5184
1630000 10.2269
1640000 9.94222
1650000 9.66067
1660000 9.38191
1670000 9.10357
1680000 8.83444
1690000 8.57074
1700000 8.30794
1710000 8.05399
1720000 7.80206
1730000 7.55696
1740000 7.31633
1750000 7.07673
1760000 6.84118
1770000 6.60415
1780000 6.37056
1790000 6.14223
1800000 5.91874
1810000 5.69409
1820000 5.4765
1830000 5.25923
1840000 5.04357
1850000 4.83375
1860000 4.67444
1870000 4.77585
1880000 4.87355
1890000 4.96802
1900000 5.06047
1910000 5.15665
1920000 5.2489
1930000 5.34335
1940000 5.4344
1950000 5.52135
1960000 5.6103
1970000 5.70204
1980000 5.79206
1990000 5.88067
2000000 5.97033
