#time deltaF
0 0
10000 9.1059
20000 8.96362
30000 8.97767
40000 9.03024
50000 6.22079
60000 2.76358
70000 0.792077
80000 2.58681
90000 3.71414
100000 4.60481
110000 5.24668
120000 5.78687
130000 6.15222
140000 6.52405
150000 6.70408
160000 6.90278
170000 7.1369
180000 7.3053
190000 6.65987
200000 5.45801
210000 4.47431
220000 3.62983
230000 2.86857
240000 2.22845
250000 1.68769
260000 1.20573
270000 0.759212
280000 1.2578
290000 1.72762
300000 2.1143
310000 2.50699
320000 2.85109
330000 3.1991
340000 3.47707
350000 3.75119
360000 4.00202
370000 4.23425
380000 4.43954
390000 4.61812
400000 4.81732
410000 4.87446
420000 4.3923
430000 4.06277
440000 4.46689
450000 5.27008
460000 6.00711
470000 6.71025
480000 7.3886
490000 8.04188
500000 8.6487
510000 9.25148
520000 9.8166
530000 10.3593
540000 10.8816
550000 11.3745
560000 11.8743
570000 12.3382
580000 12.5436
590000 12.4242
600000 12.2952
610000 12.1737
620000 12.0579
630000 11.9516
640000 11.4726
650000 10.8883
660000 10.354
670000 9.84112
680000 9.35791
690000 8.99529
700000 8.98894
710000 9.34182
720000 9.77555
730000 9.94174
740000 9.92414
750000 9.88903
760000 9.86473
770000 9.83956
780000 9.81502
790000 9.66873
800000 9.26599
810000 8.87929
820000 8.79143
830000 8.80163
840000 8.81036
850000 8.80758
860000 8.99283
870000 9.34514
880000 9.69333
890000 10.0312
900000 10.3557
910000 10.6753
920000 10.9921
930000 11.2912
940000 11.5806
950000 11.8645
960000 12.1382
970000 12.2201
980000 12.1442
990000 12.0848
1000000 12.019
1010000 11.9561
1020000 11.8961
1030000 11.8423
1040000 11.7839
1050000 11.729
1060000 11.669
1070000 11.6216
1080000 11.5768
1090000 11.5296
1100000 11.4846
1110000 11.4342
1120000 11.1761
1130000 10.8587
1140000 10.8327
1150000 10.7999
1160000 10.7797
1170000 10.6768
1180000 10.3774
1190000 10.0918
1200000 9.80628
1210000 9.53569
1220000 9.26405
1230000 9.00946
1240000 8.59994
1250000 8.35641
1260000 8.1332
1270000 7.90566
1280000 7.69138
1290000 7.4835
1300000 7.2765
1310000 7.08515
1320000 6.89016
1330000 6.70163
1340000 6.51658
1350000 6.33605
1360000 6.1667
1370000 6.0994
1380000 6.14858
1390000 6.19286
1400000 6.24002
1410000 6.28867
1420000 6.32871
1430000 6.36916
1440000 6.40317
1450000 6.2441
1460000 6.08896
1470000 5.93227
1480000 5.77777
1490000 5.62755
1500000 5.4748
1510000 5.3341
1520000 5.19488
1530000 5.05304
1540000 4.9202
1550000 4.78755
1560000 4.65686
1570000 4.55723
1580000 4.61138
1590000 4.5493
1600000 4.4328
1610000 4.31287
1620000 4.19976
1630000 4.08442
1640000 3.97781
1650000 3.86932
1660000 3.81933
1670000 3.87651
1680000 3.9303
1690000 3.98343
1700000 4.03669
1710000 4.09243
1720000 4.14711
1730000 4.19665
1740000 4.25298
1750000 4.30855
1760000 4.3584
1770000 4.41219
1780000 4.4568
1790000 4.50752
1800000 4.56144
1810000 4.60932
1820000 4.65486
1830000 4.76705
1840000 4.96299
1850000 5.15055
1860000 5.33595
1870000 5.52096
1880000 5.70782
1890000 5.88734
1900000 6.06517
1910000 6.24535
1920000 6.42269
1930000 6.59217
1940000 6.76717
1950000 6.93318
1960000 7.09883
1970000 7.26067
1980000 7.42759
1990000 7.58808
2000000 7.7447
